Customer,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Total Claim Amount,State_California,State_Nevada,State_Oregon,State_Washington,Response_Yes,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Gender_M,Marital Status_Married,Marital Status_Single,Policy Type_Personal Auto,Policy Type_Special Auto,Policy_Corporate L2,Policy_Corporate L3,Policy_Personal L1,Policy_Personal L2,Policy_Personal L3,Policy_Special L1,Policy_Special L2,Policy_Special L3,Renew Offer Type_Offer2,Renew Offer Type_Offer3,Renew Offer Type_Offer4,Sales Channel_Branch,Sales Channel_Call Center,Sales Channel_Web,Vehicle Class_SUV,Vehicle Class_Sports Car,Vehicle Class_Two-Door Car,Number of Open Complaints_1,Number of Open Complaints_2,Number of Open Complaints_3,Number of Open Complaints_4,Number of Open Complaints_5,Number of Policies_2,Number of Policies_3,Number of Policies_4,Number of Policies_5,Number of Policies_6,Number of Policies_7,Number of Policies_8,Number of Policies_9
GE62437,2.188926609858039,1.5826572015502007,1.1583098708980148,1.79721740277727,0.21570106127845254,0.7672749789735501,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
EJ77678,-0.9139114028333587,1.2235132831612625,-0.2701961821653181,0.19986172120003973,-0.14317869228298447,0.024092686255031057,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SV85652,-1.1645138951608611,-0.5083160101017905,-1.0535704693290813,-1.0979897700814598,-1.5069217558164452,-0.2840980032453075,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PF41800,-0.43889495348357216,-1.2717688155039413,-0.9614087884862856,0.3995311813971935,0.28747701199073994,-0.3547360467453666,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AO98601,-0.3414614043661611,0.5249397903522302,-1.0535704693290813,1.2980437522843855,-1.1121540268988643,-0.3834588936228667,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SK67821,-0.369054455368078,-0.04341353744520831,-1.0996513097504792,0.3995311813971935,-0.21495464299527187,-1.8166935317831026,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YV55495,-0.10865080765847256,1.0025346082061448,-0.6849237459578986,-0.3991466593914216,-0.28673059370755927,-0.8725450278074364,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KY38074,2.506417873082685,0.12290563533542259,1.434794913426402,-0.4989813894899985,0.5028048641276022,0.9111167130481026,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DM79012,0.4166885764641753,0.8943694534205651,0.23669306247005814,0.3995311813971935,1.3641162726750509,0.28780253205837664,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CM61827,-0.9605561584776928,-1.2717688155039413,0.1906122220486603,-0.7984855797857291,1.112900445182045,1.3426419152717588,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WC35801,-1.1429932981889563,0.48350010746119876,-0.9153279480648878,-1.0979897700814598,-1.1839299776111518,-1.1076728118305073,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QG25316,-1.101130182601336,-1.2717688155039413,-0.7310045863792964,-0.7984855797857291,-1.6863616325971635,0.5251340813265721,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MB98372,-1.0629406601865337,0.37892836988733136,-0.6849237459578986,-1.1978245001800367,-0.5738343965567089,-1.7993063924735897,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL19217,-0.6880653123130793,0.7069513171950177,0.6053397858412408,-0.2993119292928447,-0.7173862979812837,2.515710937989218,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR38658,1.9736612904000395,0.15386177076476104,0.7896631475268322,0.00019226100288596303,-1.1480420022550082,0.5754860002074808,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DH41343,-1.168018317023803,1.7887017664419635,-1.1457321501718771,0.00019226100288596303,0.28747701199073994,-0.4314061383143839,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BU27331,-0.518112717093705,-1.2717688155039413,-0.592762065115103,-0.7984855797857291,0.3233649873468836,0.9988499520770546,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
XM45289,-0.1824362053447113,-0.5063379822788295,-0.6849237459578986,-0.7984855797857291,-1.3633698543918702,0.3427093193168676,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KP34198,-0.8790818722797035,-1.2717688155039413,0.282773902891456,-0.3991466593914216,1.0411244944697577,0.7514128517264979,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH90947,-1.2159019595516807,-1.2717688155039413,-1.0996513097504792,-0.3991466593914216,0.28747701199073994,-0.3304013966305948,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RB69909,0.6100558713931896,-0.08449058190203013,-0.7770854268006944,-1.0979897700814598,-0.28673059370755927,-1.0249726899724123,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
XR95069,-0.3941445499672016,-0.28822744766700514,-1.0074896289076836,0.3995311813971935,-0.14317869228298447,-0.359485271277108,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FR46645,-0.5741254488478703,-0.7211847709827685,1.2504715517408107,0.4993659114957704,-0.7891622486935711,2.2597627222334706,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SY17488,0.3471734818844127,0.2652577043278437,0.23669306247005814,-1.3974939603771905,0.17981308592230882,0.28780253205837664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AP67935,0.4932514032762364,0.8628199096443384,-1.0074896289076836,0.898704831890078,0.39514093805917105,-0.38263385139884676,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FS37417,-0.6819681054202263,-1.2717688155039413,0.6975014666840366,1.3978784823829624,-1.291593903679583,0.5275387555159635,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML29312,-0.5081683346886703,-0.7123495800402097,1.7573607963761868,1.897052132875847,-0.03551476621455337,1.6261705099376147,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UB61619,-0.6493693711030879,-0.8886577933267932,1.0200673496338215,-1.0979897700814598,1.7947719769487753,0.6953541119362742,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD86811,-0.521449851393555,-0.6908220439003183,-0.9614087884862856,-1.3974939603771905,-0.43028249513213407,-0.3355116489313492,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
RU83859,0.6507868580520629,-0.8930094545373072,0.8818248283696278,-1.0979897700814598,0.07214915985387772,0.6234332448989982,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FG63582,-0.8804011860676169,-1.2717688155039413,0.3749355837342517,0.4993659114957704,0.17981308592230882,2.4180952374173463,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WB37082,0.17050701990410386,-1.2717688155039413,-1.0535704693290813,0.5992006415943473,-0.7173862979812837,1.48444330429351,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SM52139,-1.0116989885018177,-0.16199630543171561,-0.592762065115103,1.3978784823829624,0.8257966423328954,-0.14372267016527987,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL82372,0.8311249228978449,-0.5284589267656092,1.2043907113194128,-0.7984855797857291,0.43102891341531474,0.7912486013193091,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DP45816,1.7832611845625825,0.7552481632056468,0.5131781049984452,-0.9981550399828829,0.6104687901960333,0.4299393620017915,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
GW33762,0.24502773135922007,-1.2717688155039413,0.4210164241556495,-0.19947719919426782,-1.0044901008304332,0.3836970214414113,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
RZ33670,1.8118615320057068,-0.28674392679978444,0.7435823071054344,0.19986172120003973,-1.7222496079533074,0.6047250041685897,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MO91628,-1.1131944686099384,0.8772265456215704,-0.9614087884862856,1.3978784823829624,-0.7532742733374274,-1.866654440883552,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HW87852,-1.1654224988694903,-0.3869310360327552,-1.0074896289076836,-1.3974939603771905,-0.03551476621455337,-0.359485271277108,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BN87372,-0.35561075124261354,1.2219967951636592,-0.9614087884862856,-0.9981550399828829,0.7181327162644643,0.44265034638267087,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
YX23800,0.8052585217733153,0.013421795334535533,-0.592762065115103,1.1982090221858086,-0.3585065444198467,-0.14372267016527987,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DZ87709,-0.15745950947751294,1.095633784406839,-0.6849237459578986,0.19986172120003973,0.00037320914159032795,-1.7487858541210113,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XW13033,0.6184141749538827,-0.5807447955525429,-0.86924710764349,0.4993659114957704,-0.5379464212005652,-0.28756440423983176,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LN31673,1.680366229842615,0.01141080038119193,0.6053397858412408,-0.898320309884306,1.2564523466066198,-1.3157888113314555,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ZU35962,0.6234714765900045,-1.2717688155039413,-0.4084387034295116,0.4993659114957704,-0.7891622486935711,-1.7649004985289345,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
VH85817,-0.09711130930320735,0.4117306646181,-0.5466812246937052,0.7988701017915011,-1.7222496079533074,2.041839168770423,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DT85712,-0.6304414875857778,-0.13842480720809797,0.7435823071054344,-0.2993119292928447,0.21570106127845254,0.5515123778617222,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJ88573,-1.1425320530474865,0.14819142433893973,-1.0535704693290813,1.9968868629744236,-1.1839299776111518,-0.3834588936228667,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQ19467,0.15132699933508525,-0.4402718529919347,0.1906122220486603,1.2980437522843855,0.754020691620608,0.48170543991433445,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HF88410,0.5201744727250234,-0.05973226698463592,-0.9153279480648878,0.00019226100288596303,-0.5738343965567089,-0.29131491763167694,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ET79815,-0.050074713143987634,-0.5105248078374302,0.4670972645770473,1.2980437522843855,1.5076681740996258,0.4076706437871701,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
QC35222,-1.0910490104583428,0.3195216009377383,-0.7770854268006944,-1.1978245001800367,1.112900445182045,-0.48459158452691703,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CJ15590,-1.0872899448027848,-0.19308430938258478,-0.86924710764349,-0.19947719919426782,-1.291593903679583,-0.28756440423983176,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OI48267,-0.011463912217396507,-0.5993712242187583,-0.4545195438509095,0.00019226100288596303,0.43102891341531474,-0.07180180312800363,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
JY67916,2.2750906706382747,-0.5625469395813024,1.5269565942691976,0.5992006415943473,1.1846763958943325,1.501604971684861,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
OE75231,1.4681412853978442,1.1196668224558142,0.09845054120586462,-0.7984855797857291,-1.6145856818848763,1.2614464478751486,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CZ33664,-1.1410608606103723,1.3901291601153376,-1.0535704693290813,0.898704831890078,1.2923403219627636,-1.8344671958078942,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WK30175,-1.0946999681780212,0.46962094557008965,-0.86924710764349,0.7988701017915011,1.4358922233873384,-0.14307821424608372,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ON44465,-0.24696632273850036,-1.2717688155039413,-0.4084387034295116,-0.6986508496871523,-1.3633698543918702,2.418431747163006,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
KH48895,0.7358494003875913,-0.6856132372998545,1.0661481900552192,-0.2993119292928447,-1.0762660515427207,-1.2315842797426038,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NZ30757,-0.41118273728274596,-0.6748329856647175,-1.0996513097504792,1.3978784823829624,-1.3274818790357266,-0.4074325159686252,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
